variant_id,product_id,size,color,stock
V02745,P2746,XL,Red,67
V02746,P2747,S,Blue,170
V02747,P2748,L,Black,13
V02748,P2749,M,Blue,2
V02749,P2750,S,Blue,118
V02750,P2751,S,Black,-5
V02751,P2752,L,White,140
V02752,P2753,L,Black,81
V02753,P2754,S,Red,97
V02754,P2755,L,Blue,106
V02755,P2756,M,Black,111
V02756,P2757,S,White,125
V02757,P2758,L,Red,68
V02758,P2759,XL,Blue,50
V02759,P2760,M,White,150
V02760,P9999,M,White,64
V02761,P2762,M,Black,173
V02762,P2763,S,Red,113
V02763,P2764,M,Blue,48
V02764,P2765,S,White,186
V02765,P2766,S,Blue,171
V02766,P2767,S,Blue,65
V02767,P2768,XL,White,112
V02768,P2769,M,White,112
V02769,P2770,S,Blue,182
V02770,P2771,M,Black,86
V02771,P2772,L,Black,94
V02772,P2773,XL,Black,125
V02773,P2774,S,Blue,196
V02774,P2775,XL,Blue,129
V02775,P2776,M,Red,18
V02776,P2777,L,Black,76
V02777,P2778,S,Blue,112
V02778,P2779,L,Blue,11
V02779,P2780,L,Blue,149
V02780,P2781,M,Black,172
V02781,P2782,M,Blue,183
V02782,P2783,M,White,174
V02783,P2784,L,Blue,91
V02784,P2785,S,White,77
V02785,P2786,L,Blue,143
V02786,P2787,XL,Black,191
V02787,P2788,S,White,97
V02788,P2789,S,White,63
V02789,P2790,S,Red,173
V02790,P9999,XL,Black,192
V02791,P2792,XL,Black,183
V02792,P2793,L,White,27
V02793,P2794,M,Black,10
V02794,P2795,XL,Blue,18
V02795,P2796,M,White,98
V02796,P2797,M,Black,105
V02797,P2798,M,Blue,11
V02798,P2799,L,Black,7
V02799,P2800,S,Blue,49
V02800,P2801,XL,Black,-5
V02801,P2802,XL,Black,40
V02802,P2803,L,White,65
V02803,P2804,S,Black,88
V02804,P2805,S,Black,26
V02805,P2806,XL,White,57
V02806,P2807,L,Black,22
V02807,P2808,S,White,96
V02808,P2809,XL,Black,69
V02809,P2810,M,Red,176
V02810,P2811,L,Black,76
V02811,P2812,XL,Red,49
V02812,P2813,L,Red,174
V02813,P2814,M,White,46
V02814,P2815,XL,Red,151
V02815,P2816,L,Blue,129
V02816,P2817,S,Black,48
V02817,P2818,M,Red,145
V02818,P2819,S,Red,27
V02819,P2820,S,Blue,153
V02820,P9999,L,Red,16
V02821,P2822,XL,White,46
V02822,P2823,M,Black,62
V02823,P2824,S,Black,72
V02824,P2825,M,White,137
V02825,P2826,S,Black,130
V02826,P2827,S,White,87
V02827,P2828,S,Blue,5
V02828,P2829,XL,Black,36
V02829,P2830,M,Black,94
V02830,P2831,S,Red,151
V02831,P2832,M,Blue,84
V02832,P2833,S,White,3
V02833,P2834,S,Blue,168
V02834,P2835,XL,Blue,139
V02835,P2836,XL,White,177
V02836,P2837,XL,Black,25
V02837,P2838,S,Blue,29
V02838,P2839,L,Blue,99
V02839,P2840,L,Black,112
V02840,P2841,XL,Blue,89
V02841,P2842,XL,White,156
V02842,P2843,M,Red,2
V02843,P2844,S,White,109
V02844,P2845,XL,Black,65
V02845,P2846,S,Red,117
V02846,P2847,XL,Blue,58
V02847,P2848,S,Black,112
V02848,P2849,M,White,122
V02849,P2850,L,Red,8
V02850,P9999,S,White,-5
V02851,P2852,L,Black,178
V02852,P2853,S,Blue,139
V02853,P2854,L,White,182
V02854,P2855,M,White,195
V02855,P2856,XL,Blue,169
V02856,P2857,XL,White,180
V02857,P2858,L,Blue,183
V02858,P2859,L,White,87
V02859,P2860,M,Red,6
V02860,P2861,XL,Red,95
V02861,P2862,S,Red,107
V02862,P2863,XL,Blue,150
V02863,P2864,S,White,18
V02864,P2865,S,Red,174
V02865,P2866,M,White,85
V02866,P2867,S,Blue,133
V02867,P2868,L,Blue,61
V02868,P2869,L,White,50
V02869,P2870,L,Red,138
V02870,P2871,L,Blue,14
V02871,P2872,S,Blue,131
V02872,P2873,L,Black,161
V02873,P2874,S,Red,36
V02874,P2875,S,White,193
V02875,P2876,S,Red,27
V02876,P2877,M,Black,180
V02877,P2878,S,Black,197
V02878,P2879,S,Black,199
V02879,P2880,S,Red,51
V02880,P9999,XL,Red,92
V02881,P2882,L,Blue,10
V02882,P2883,XL,Blue,103
V02883,P2884,M,Red,162
V02884,P2885,S,Red,156
V02885,P2886,M,Red,97
V02886,P2887,L,Red,193
V02887,P2888,XL,Blue,170
V02888,P2889,L,Red,18
V02889,P2890,M,White,16
V02890,P2891,S,Black,177
V02891,P2892,L,Blue,112
V02892,P2893,M,Red,103
V02893,P2894,L,Red,68
V02894,P2895,L,Black,156
V02895,P2896,M,Black,171
V02896,P2897,L,Red,125
V02897,P2898,M,White,75
V02898,P2899,S,Black,55
V02899,P2900,S,White,150
V02900,P2901,S,Red,-5
V02901,P2902,M,Red,164
V02902,P2903,S,Red,166
V02903,P2904,XL,Blue,144
V02904,P2905,L,White,73
V02905,P2906,M,Black,83
V02906,P2907,S,Red,63
V02907,P2908,M,Black,106
V02908,P2909,M,Black,108
V02909,P2910,XL,Black,114
V02910,P9999,XL,White,180
V02911,P2912,XL,Red,7
V02912,P2913,S,White,147
V02913,P2914,S,Blue,8
V02914,P2915,S,Blue,53
V02915,P2916,S,Black,56
V02916,P2917,L,White,63
V02917,P2918,L,Blue,79
V02918,P2919,S,Red,109
V02919,P2920,L,Black,108
V02920,P2921,XL,Blue,198
V02921,P2922,M,Red,37
V02922,P2923,S,Black,143
V02923,P2924,XL,Blue,184
V02924,P2925,XL,Red,167
V02925,P2926,L,White,126
V02926,P2927,XL,Black,77
V02927,P2928,M,Black,122
V02928,P2929,S,Blue,150
V02929,P2930,M,Blue,190
V02930,P2931,L,Red,85
V02931,P2932,S,Black,83
V02932,P2933,L,White,29
V02933,P2934,M,Red,11
V02934,P2935,L,Red,73
V02935,P2936,XL,Red,98
V02936,P2937,M,Red,107
V02937,P2938,S,White,48
V02938,P2939,XL,Red,82
V02939,P2940,XL,Red,77
V02940,P9999,S,White,76
V02941,P2942,XL,Blue,140
V02942,P2943,M,White,161
V02943,P2944,L,Red,34
V02944,P2945,L,Black,116
V02945,P2946,S,White,25
V02946,P2947,L,White,91
V02947,P2948,M,Blue,195
V02948,P2949,L,Red,17
V02949,P2950,L,Blue,130
V02950,P2951,L,White,-5
V02951,P2952,L,Red,64
V02952,P2953,XL,White,24
V02953,P2954,M,Red,118
V02954,P2955,L,White,120
V02955,P2956,S,Black,51
V02956,P2957,L,Blue,154
V02957,P2958,M,Black,114
V02958,P2959,XL,Blue,28
V02959,P2960,M,Blue,129
V02960,P2961,M,White,62
V02961,P2962,M,Black,186
V02962,P2963,L,Black,9
V02963,P2964,M,Black,77
V02964,P2965,S,Blue,164
V02965,P2966,M,Red,190
V02966,P2967,L,Black,80
V02967,P2968,S,White,155
V02968,P2969,L,Red,190
V02969,P2970,M,Red,154
V02970,P9999,S,Red,107
V02971,P2972,M,White,74
V02972,P2973,L,Red,91
V02973,P2974,L,Black,186
V02974,P2975,XL,Blue,137
V02975,P2976,XL,Black,24
V02976,P2977,XL,Blue,38
V02977,P2978,XL,Black,148
V02978,P2979,L,White,98
V02979,P2980,M,Black,153
V02980,P2981,S,Red,172
V02981,P2982,S,Red,75
V02982,P2983,L,Black,57
V02983,P2984,L,Blue,155
V02984,P2985,XL,White,11
V02985,P2986,XL,Red,190
V02986,P2987,L,Black,176
V02987,P2988,M,Blue,41
V02988,P2989,S,Red,6
V02989,P2990,S,Red,198
V02990,P2991,S,Blue,95
V02991,P2992,XL,Red,138
V02992,P2993,M,Black,5
V02993,P2994,S,Red,13
V02994,P2995,M,White,94
V02995,P2996,S,White,181
V02996,P2997,L,White,121
V02997,P2998,M,Black,48
V02998,P2999,M,Red,138
V02999,P3000,S,Blue,35
V03000,P9999,L,Blue,-5
V03001,P0002,L,White,77
V03002,P0003,L,White,98
V03003,P0004,XL,Red,93
V03004,P0005,XL,Red,98
V03005,P0006,S,Blue,11
V03006,P0007,L,Blue,171
V03007,P0008,XL,Blue,12
V03008,P0009,M,Blue,31
V03009,P0010,M,Blue,125
V03010,P0011,S,Red,158
V03011,P0012,L,White,71
V03012,P0013,L,White,58
V03013,P0014,L,Red,106
V03014,P0015,XL,Blue,197
V03015,P0016,L,Blue,169
V03016,P0017,S,Red,50
V03017,P0018,S,Black,115
V03018,P0019,L,Red,34
V03019,P0020,M,Blue,185
V03020,P0021,S,White,137
V03021,P0022,M,Red,38
V03022,P0023,XL,Red,13
V03023,P0024,M,Blue,25
V03024,P0025,S,Blue,159
V03025,P0026,M,Black,129
V03026,P0027,L,Blue,73
V03027,P0028,XL,Red,17
V03028,P0029,XL,Red,86
V03029,P0030,L,Red,27
V03030,P9999,XL,Blue,108
V03031,P0032,L,White,2
V03032,P0033,L,Black,123
V03033,P0034,M,Black,134
V03034,P0035,S,Red,105
V03035,P0036,XL,White,48
V03036,P0037,S,White,156
V03037,P0038,L,Black,137
V03038,P0039,XL,Blue,83
V03039,P0040,S,Black,167
V03040,P0041,L,Black,59
V03041,P0042,M,Black,42
V03042,P0043,L,Red,89
V03043,P0044,M,White,71
V03044,P0045,S,Black,134
V03045,P0046,XL,Red,31
V03046,P0047,M,White,112
V03047,P0048,S,Black,34
V03048,P0049,M,Blue,18
V03049,P0050,S,White,141
V03050,P0051,L,White,-5
V03051,P0052,M,Red,154
V03052,P0053,XL,White,142
V03053,P0054,M,Blue,191
V03054,P0055,XL,White,104
V03055,P0056,S,White,188
V03056,P0057,S,Black,37
V03057,P0058,S,Red,78
V03058,P0059,M,Black,151
V03059,P0060,L,Black,125
V03060,P9999,S,Red,81
V03061,P0062,L,Red,42
V03062,P0063,M,White,125
V03063,P0064,M,Red,177
V03064,P0065,M,Black,23
V03065,P0066,S,Blue,176
V03066,P0067,M,Blue,94
V03067,P0068,XL,Blue,134
V03068,P0069,S,Blue,14
V03069,P0070,S,Red,102
V03070,P0071,S,Red,57
V03071,P0072,M,Blue,57
V03072,P0073,M,White,83
V03073,P0074,S,Red,181
V03074,P0075,M,Black,176
V03075,P0076,M,White,122
V03076,P0077,S,Red,155
V03077,P0078,XL,Red,167
V03078,P0079,S,Red,156
V03079,P0080,S,Blue,110
V03080,P0081,XL,Black,104
V03081,P0082,S,Black,128
V03082,P0083,L,Blue,22
V03083,P0084,XL,Black,96
V03084,P0085,S,Blue,126
V03085,P0086,M,Blue,12
V03086,P0087,L,Blue,112
V03087,P0088,L,Blue,197
V03088,P0089,M,Blue,127
V03089,P0090,XL,Blue,110
V03090,P9999,L,White,115
V03091,P0092,M,White,122
V03092,P0093,S,Black,83
V03093,P0094,L,Black,33
V03094,P0095,XL,Black,74
V03095,P0096,XL,Blue,147
V03096,P0097,XL,Blue,3
V03097,P0098,XL,Black,109
V03098,P0099,L,Blue,173
V03099,P0100,L,Black,25
V03100,P0101,XL,White,-5
V03101,P0102,XL,Red,54
V03102,P0103,L,Blue,26
V03103,P0104,S,Black,133
V03104,P0105,S,White,33
V03105,P0106,M,Blue,137
V03106,P0107,S,White,179
V03107,P0108,S,Red,20
V03108,P0109,L,White,81
V03109,P0110,XL,Red,116
V03110,P0111,L,Red,151
V03111,P0112,M,Blue,40
V03112,P0113,S,Red,9
V03113,P0114,L,Blue,160
V03114,P0115,L,Black,62
V03115,P0116,XL,Black,23
V03116,P0117,XL,Red,157
V03117,P0118,S,Red,70
V03118,P0119,S,Blue,36
V03119,P0120,L,Black,60
V03120,P9999,XL,Black,115
V03121,P0122,XL,White,112
V03122,P0123,M,White,58
V03123,P0124,L,Red,60
V03124,P0125,S,White,52
V03125,P0126,M,Red,189
V03126,P0127,L,Blue,136
V03127,P0128,S,Blue,72
V03128,P0129,L,Blue,103
V03129,P0130,XL,Black,130
V03130,P0131,S,Red,29
V03131,P0132,XL,White,92
V03132,P0133,M,Red,83
V03133,P0134,L,Red,164
V03134,P0135,XL,White,125
V03135,P0136,S,Red,61
V03136,P0137,XL,Black,70
V03137,P0138,S,Blue,3
V03138,P0139,XL,Blue,29
V03139,P0140,M,White,146
V03140,P0141,L,White,151
V03141,P0142,M,Blue,161
V03142,P0143,S,White,4
V03143,P0144,M,Blue,73
V03144,P0145,L,Red,141
V03145,P0146,XL,White,144
V03146,P0147,M,Red,177
V03147,P0148,XL,Red,194
V03148,P0149,XL,Blue,9
V03149,P0150,L,Black,74
V03150,P9999,M,White,-5
V03151,P0152,S,Black,41
V03152,P0153,S,Black,74
V03153,P0154,S,White,66
V03154,P0155,S,Red,62
V03155,P0156,S,Blue,114
V03156,P0157,XL,Blue,8
V03157,P0158,M,Blue,181
V03158,P0159,M,Black,95
V03159,P0160,M,Red,196
V03160,P0161,S,White,92
V03161,P0162,XL,Red,65
V03162,P0163,XL,White,81
V03163,P0164,XL,Blue,30
V03164,P0165,M,Black,37
V03165,P0166,M,White,105
V03166,P0167,S,White,156
V03167,P0168,XL,Red,22
V03168,P0169,M,Red,68
V03169,P0170,L,Black,171
V03170,P0171,M,White,13
V03171,P0172,S,Blue,88
V03172,P0173,XL,Black,36
V03173,P0174,XL,Black,177
V03174,P0175,M,Red,125
V03175,P0176,M,White,198
V03176,P0177,XL,Black,78
V03177,P0178,S,Black,178
V03178,P0179,L,Blue,12
V03179,P0180,S,White,195
V03180,P9999,XL,Black,44
V03181,P0182,S,Black,122
V03182,P0183,XL,Blue,141
V03183,P0184,XL,White,64
V03184,P0185,M,Red,85
V03185,P0186,M,White,90
V03186,P0187,L,White,90
V03187,P0188,L,White,57
V03188,P0189,M,Black,33
V03189,P0190,L,Red,108
V03190,P0191,M,Black,167
V03191,P0192,XL,Blue,173
V03192,P0193,M,Blue,155
V03193,P0194,L,Blue,14
V03194,P0195,L,Red,180
V03195,P0196,L,White,57
V03196,P0197,XL,White,92
V03197,P0198,XL,Blue,17
V03198,P0199,XL,White,76
V03199,P0200,S,Red,160
V03200,P0201,M,White,-5
V03201,P0202,L,Blue,68
V03202,P0203,S,Red,81
V03203,P0204,S,White,195
V03204,P0205,M,White,64
V03205,P0206,S,Blue,43
V03206,P0207,M,Black,31
V03207,P0208,L,Black,34
V03208,P0209,L,Red,154
V03209,P0210,L,Black,1
V03210,P9999,S,Red,119
V03211,P0212,L,Blue,36
V03212,P0213,L,Blue,112
V03213,P0214,S,Red,111
V03214,P0215,M,Black,111
V03215,P0216,M,Red,31
V03216,P0217,L,Blue,126
V03217,P0218,S,Black,35
V03218,P0219,M,White,95
V03219,P0220,L,Blue,160
V03220,P0221,XL,Blue,122
V03221,P0222,S,Blue,48
V03222,P0223,XL,White,133
V03223,P0224,L,Blue,69
V03224,P0225,XL,Black,193
V03225,P0226,S,Blue,92
V03226,P0227,XL,Black,31
V03227,P0228,XL,Red,91
V03228,P0229,XL,Blue,178
V03229,P0230,S,White,192
V03230,P0231,M,White,148
V03231,P0232,S,Red,90
V03232,P0233,S,Black,145
V03233,P0234,XL,Red,42
V03234,P0235,L,White,151
V03235,P0236,L,Blue,140
V03236,P0237,S,Black,99
V03237,P0238,S,Black,70
V03238,P0239,M,Red,1
V03239,P0240,L,Blue,166
V03240,P9999,XL,White,2
V03241,P0242,XL,White,66
V03242,P0243,XL,Blue,33
V03243,P0244,M,Blue,166
V03244,P0245,L,Blue,133
V03245,P0246,M,Blue,64
V03246,P0247,L,White,107
V03247,P0248,XL,White,91
V03248,P0249,XL,Red,15
V03249,P0250,S,White,94
V03250,P0251,M,Red,-5
V03251,P0252,S,Black,38
V03252,P0253,M,Black,163
V03253,P0254,XL,Black,38
V03254,P0255,M,Blue,69
V03255,P0256,L,White,191
V03256,P0257,M,White,158
V03257,P0258,XL,White,189
V03258,P0259,XL,White,99
V03259,P0260,M,Black,111
V03260,P0261,M,White,53
V03261,P0262,L,Red,63
V03262,P0263,L,Black,2
V03263,P0264,M,Blue,149
V03264,P0265,L,White,168
V03265,P0266,S,Blue,6
V03266,P0267,M,Red,31
V03267,P0268,M,Black,19
V03268,P0269,L,Black,192
V03269,P0270,XL,White,84
V03270,P9999,S,Blue,32
V03271,P0272,S,Black,156
V03272,P0273,M,Blue,58
V03273,P0274,L,Blue,5
V03274,P0275,S,Red,44
V03275,P0276,S,Blue,194
V03276,P0277,M,Blue,81
V03277,P0278,M,Blue,79
V03278,P0279,S,Blue,70
V03279,P0280,XL,White,106
V03280,P0281,S,White,139
V03281,P0282,XL,Blue,47
V03282,P0283,L,White,24
V03283,P0284,M,Red,14
V03284,P0285,M,White,69
V03285,P0286,XL,Blue,18
V03286,P0287,M,White,109
V03287,P0288,M,Black,46
V03288,P0289,L,Red,138
V03289,P0290,M,White,68
V03290,P0291,M,Blue,191
V03291,P0292,M,Blue,35
V03292,P0293,L,Black,126
V03293,P0294,L,White,120
V03294,P0295,XL,Red,167
V03295,P0296,L,Blue,177
V03296,P0297,XL,Blue,48
V03297,P0298,S,Red,197
V03298,P0299,XL,Black,124
V03299,P0300,M,Red,120
V03300,P9999,M,White,-5
V03301,P0302,S,Black,159
V03302,P0303,M,Black,130
V03303,P0304,L,Blue,44
V03304,P0305,M,Red,45
V03305,P0306,S,Red,53
V03306,P0307,M,White,65
V03307,P0308,M,Blue,84
V03308,P0309,L,White,174
V03309,P0310,L,Black,170
V03310,P0311,XL,Red,111
V03311,P0312,M,Red,169
V03312,P0313,S,Black,137
V03313,P0314,L,White,70
V03314,P0315,XL,White,161
V03315,P0316,XL,White,161
V03316,P0317,M,Blue,125
V03317,P0318,M,Red,166
V03318,P0319,M,Black,28
V03319,P0320,M,White,12
V03320,P0321,M,Blue,22
V03321,P0322,M,Black,128
V03322,P0323,L,Blue,76
V03323,P0324,XL,Red,189
V03324,P0325,M,Blue,173
V03325,P0326,XL,Black,11
V03326,P0327,XL,White,196
V03327,P0328,L,Blue,180
V03328,P0329,M,Blue,176
V03329,P0330,XL,Blue,116
V03330,P9999,S,Red,154
V03331,P0332,L,Red,48
V03332,P0333,XL,Black,108
V03333,P0334,L,Red,187
V03334,P0335,S,Black,162
V03335,P0336,M,Black,66
V03336,P0337,S,Blue,19
V03337,P0338,M,White,165
V03338,P0339,S,Black,156
V03339,P0340,XL,Red,12
V03340,P0341,L,White,44
V03341,P0342,L,White,122
V03342,P0343,S,White,84
V03343,P0344,S,White,112
V03344,P0345,L,Blue,134
V03345,P0346,L,Blue,128
V03346,P0347,M,Black,77
V03347,P0348,XL,Red,92
V03348,P0349,S,Black,17
V03349,P0350,S,Blue,32
V03350,P0351,XL,Blue,-5
V03351,P0352,M,Red,28
V03352,P0353,S,White,13
V03353,P0354,L,Blue,14
V03354,P0355,M,Red,174
V03355,P0356,S,White,187
V03356,P0357,L,Blue,141
V03357,P0358,L,Black,136
V03358,P0359,S,Black,77
V03359,P0360,S,Blue,52
V03360,P9999,M,Blue,160
V03361,P0362,S,White,34
V03362,P0363,S,White,76
V03363,P0364,S,Blue,27
V03364,P0365,XL,Red,115
V03365,P0366,S,Black,168
V03366,P0367,L,Black,92
V03367,P0368,M,Black,168
V03368,P0369,M,Blue,158
V03369,P0370,S,White,157
V03370,P0371,M,Red,16
V03371,P0372,M,Blue,109
V03372,P0373,S,Black,28
V03373,P0374,L,Blue,169
V03374,P0375,XL,Black,132
V03375,P0376,XL,Red,25
V03376,P0377,L,White,72
V03377,P0378,S,Blue,35
V03378,P0379,S,Black,186
V03379,P0380,M,White,181
V03380,P0381,M,Red,147
V03381,P0382,M,White,82
V03382,P0383,S,White,85
V03383,P0384,L,Red,33
V03384,P0385,XL,Red,122
V03385,P0386,M,White,147
V03386,P0387,S,Red,14
V03387,P0388,M,Red,18
V03388,P0389,L,Blue,93
V03389,P0390,S,Blue,14
V03390,P9999,M,Red,195
V03391,P0392,M,Red,74
V03392,P0393,XL,Blue,59
V03393,P0394,M,Black,59
V03394,P0395,L,Red,176
V03395,P0396,XL,White,188
V03396,P0397,M,White,137
V03397,P0398,M,White,148
V03398,P0399,M,Black,77
V03399,P0400,L,White,50
V03400,P0401,M,Red,-5
V03401,P0402,S,Blue,100
V03402,P0403,M,Black,72
V03403,P0404,S,Black,179
V03404,P0405,L,White,137
V03405,P0406,M,White,8
V03406,P0407,L,Blue,111
V03407,P0408,L,Black,70
V03408,P0409,M,White,111
V03409,P0410,M,Black,47
V03410,P0411,S,Black,170
V03411,P0412,M,Black,98
V03412,P0413,S,Red,192
V03413,P0414,L,White,112
V03414,P0415,S,Black,65
V03415,P0416,L,Red,172
V03416,P0417,S,White,145
V03417,P0418,XL,Blue,195
V03418,P0419,M,White,174
V03419,P0420,XL,Black,149
V03420,P9999,L,White,63
V03421,P0422,L,White,119
V03422,P0423,M,Black,126
V03423,P0424,S,White,121
V03424,P0425,L,Blue,25
V03425,P0426,L,Blue,178
V03426,P0427,XL,Red,148
V03427,P0428,S,Black,74
V03428,P0429,XL,Black,172
V03429,P0430,M,White,177
V03430,P0431,M,Red,196
V03431,P0432,S,Black,82
V03432,P0433,L,Red,34
V03433,P0434,S,Red,118
V03434,P0435,S,Blue,122
V03435,P0436,L,Red,118
V03436,P0437,L,Red,71
V03437,P0438,S,White,137
V03438,P0439,L,Blue,116
V03439,P0440,XL,Black,111
V03440,P0441,XL,White,137
V03441,P0442,XL,White,63
V03442,P0443,S,White,131
V03443,P0444,S,Black,2
V03444,P0445,M,White,97
V03445,P0446,XL,Red,111
V03446,P0447,XL,Red,81
V03447,P0448,S,White,16
V03448,P0449,M,Red,172
V03449,P0450,XL,Black,36
V03450,P9999,L,White,-5
V03451,P0452,S,White,17
V03452,P0453,S,White,103
V03453,P0454,XL,White,67
V03454,P0455,M,White,6
V03455,P0456,XL,Blue,182
V03456,P0457,L,Black,101
V03457,P0458,S,White,67
V03458,P0459,L,Red,37
V03459,P0460,L,Red,141
V03460,P0461,M,Red,95
V03461,P0462,XL,Blue,49
V03462,P0463,S,Red,123
V03463,P0464,S,Blue,37
V03464,P0465,XL,White,137
V03465,P0466,S,White,20
V03466,P0467,XL,White,152
V03467,P0468,L,White,100
V03468,P0469,M,White,59
V03469,P0470,L,Black,54
V03470,P0471,XL,Blue,98
V03471,P0472,XL,Black,55
V03472,P0473,M,Black,192
V03473,P0474,XL,White,29
V03474,P0475,L,Red,16
V03475,P0476,XL,Red,80
V03476,P0477,M,White,62
V03477,P0478,S,Blue,152
V03478,P0479,M,Red,170
V03479,P0480,XL,White,61
V03480,P9999,XL,Blue,32
V03481,P0482,XL,Red,4
V03482,P0483,S,Blue,5
V03483,P0484,XL,Blue,104
V03484,P0485,S,White,14
V03485,P0486,XL,White,122
V03486,P0487,XL,White,195
V03487,P0488,S,Red,135
V03488,P0489,M,Red,46
V03489,P0490,M,Red,68
V03490,P0491,L,Blue,103
V03491,P0492,S,Black,9
V03492,P0493,L,Blue,123
V03493,P0494,XL,White,93
V03494,P0495,L,White,142
V03495,P0496,L,Black,2
V03496,P0497,XL,White,179
V03497,P0498,M,Red,187
V03498,P0499,S,Red,130
V03499,P0500,XL,Black,20
V03500,P0501,L,Blue,-5
V03501,P0502,XL,Red,150
V03502,P0503,L,Black,74
V03503,P0504,M,White,80
V03504,P0505,M,Black,34
V03505,P0506,S,Red,153
V03506,P0507,S,Black,38
V03507,P0508,M,Black,103
V03508,P0509,M,Red,10
V03509,P0510,XL,Blue,47
V03510,P9999,S,Red,168
V03511,P0512,L,Black,25
V03512,P0513,L,Red,151
V03513,P0514,S,Black,27
V03514,P0515,S,White,198
V03515,P0516,XL,Blue,148
V03516,P0517,M,Red,132
V03517,P0518,XL,Blue,47
V03518,P0519,M,Blue,193
V03519,P0520,M,White,98
V03520,P0521,M,Red,165
V03521,P0522,XL,Red,62
V03522,P0523,S,Blue,149
V03523,P0524,M,Black,178
V03524,P0525,L,Blue,73
V03525,P0526,M,White,28
V03526,P0527,S,Red,153
V03527,P0528,M,Black,162
V03528,P0529,M,Black,0
V03529,P0530,L,White,36
V03530,P0531,L,Black,183
V03531,P0532,M,White,184
V03532,P0533,S,Black,46
V03533,P0534,M,Black,143
V03534,P0535,XL,Black,16
V03535,P0536,S,Black,47
V03536,P0537,XL,Black,105
V03537,P0538,XL,White,165
V03538,P0539,S,Black,159
V03539,P0540,L,Black,22
V03540,P9999,L,White,21
V03541,P0542,M,White,188
V03542,P0543,L,Blue,95
V03543,P0544,L,Black,4
V03544,P0545,M,Blue,193
V03545,P0546,S,Blue,158
V03546,P0547,XL,Black,66
V03547,P0548,M,Black,71
V03548,P0549,XL,White,6
V03549,P0550,XL,Blue,152
V03550,P0551,S,White,-5
V03551,P0552,L,White,78
V03552,P0553,XL,Blue,23
V03553,P0554,L,Black,144
V03554,P0555,L,Blue,51
V03555,P0556,L,Blue,54
V03556,P0557,L,White,116
V03557,P0558,XL,White,142
V03558,P0559,M,Blue,85
V03559,P0560,XL,Black,177
V03560,P0561,XL,Black,142
V03561,P0562,M,White,68
V03562,P0563,L,Red,131
V03563,P0564,S,Black,16
V03564,P0565,S,Blue,27
V03565,P0566,XL,Black,152
V03566,P0567,S,Red,194
V03567,P0568,M,Blue,174
V03568,P0569,L,White,3
V03569,P0570,L,Blue,166
V03570,P9999,L,White,58
V03571,P0572,M,Black,109
V03572,P0573,L,Blue,133
V03573,P0574,M,Black,178
V03574,P0575,XL,Red,47
V03575,P0576,M,White,14
V03576,P0577,L,White,103
V03577,P0578,L,Red,139
V03578,P0579,L,Black,15
V03579,P0580,XL,White,140
V03580,P0581,S,Red,52
V03581,P0582,M,Black,62
V03582,P0583,M,Red,134
V03583,P0584,L,White,110
V03584,P0585,XL,Blue,6
V03585,P0586,L,White,116
V03586,P0587,XL,Black,29
V03587,P0588,XL,Black,95
V03588,P0589,XL,White,108
V03589,P0590,M,Blue,179
V03590,P0591,L,Black,65
V03591,P0592,L,Black,84
V03592,P0593,XL,White,86
V03593,P0594,M,Blue,197
V03594,P0595,L,Blue,151
V03595,P0596,L,White,170
V03596,P0597,M,Black,35
V03597,P0598,M,White,40
V03598,P0599,L,Red,117
V03599,P0600,M,Black,9
V03600,P9999,L,Blue,-5
V03601,P0602,L,Black,74
V03602,P0603,M,Red,173
V03603,P0604,M,Black,109
V03604,P0605,M,Black,122
V03605,P0606,XL,Blue,64
V03606,P0607,L,Black,154
V03607,P0608,XL,Red,81
V03608,P0609,XL,Black,158
V03609,P0610,M,Red,173
V03610,P0611,S,Blue,56
V03611,P0612,XL,Red,146
V03612,P0613,XL,Red,60
V03613,P0614,XL,Black,22
V03614,P0615,XL,Blue,64
V03615,P0616,S,White,143
V03616,P0617,XL,Blue,191
V03617,P0618,L,Black,107
V03618,P0619,M,Red,124
V03619,P0620,XL,White,112
V03620,P0621,XL,White,39
V03621,P0622,M,White,20
V03622,P0623,S,Blue,29
V03623,P0624,XL,Black,68
V03624,P0625,XL,Red,151
V03625,P0626,M,Black,83
V03626,P0627,M,Black,45
V03627,P0628,XL,White,97
V03628,P0629,L,Blue,196
V03629,P0630,S,Blue,76
V03630,P9999,XL,Red,132
V03631,P0632,S,Blue,162
V03632,P0633,S,White,62
V03633,P0634,XL,Red,96
V03634,P0635,M,White,1
V03635,P0636,S,Blue,84
V03636,P0637,L,Blue,189
V03637,P0638,M,Blue,192
V03638,P0639,S,Red,143
V03639,P0640,M,Red,73
V03640,P0641,M,Black,66
V03641,P0642,XL,Black,46
V03642,P0643,S,Black,1
V03643,P0644,L,White,118
V03644,P0645,S,Black,72
V03645,P0646,XL,Black,7
V03646,P0647,S,Blue,67
V03647,P0648,XL,Red,73
V03648,P0649,M,Black,117
V03649,P0650,S,Black,53
V03650,P0651,S,Red,-5
V03651,P0652,XL,Black,110
V03652,P0653,S,Blue,190
V03653,P0654,L,Red,130
V03654,P0655,L,Black,2
V03655,P0656,S,Black,46
V03656,P0657,XL,Blue,71
V03657,P0658,M,Red,89
V03658,P0659,S,Red,130
V03659,P0660,S,Black,62
V03660,P9999,XL,Blue,91
